epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
56,27336.8,0.51118,0.27304,0.79187,0.96663,0.91494,0.93935,0.81789,0.42008,0.21777,0.77978,0.0001822,0.0001822,0.0001822
57,27828.8,0.51033,0.27264,0.79153,0.96598,0.91482,0.9396,0.81834,0.41965,0.21732,0.7797,0.00017824,0.00017824,0.00017824
58,28320.6,0.50972,0.27137,0.79154,0.96631,0.91482,0.94005,0.81894,0.41897,0.21687,0.77961,0.00017428,0.00017428,0.00017428
59,28811.3,0.50654,0.26962,0.79129,0.96668,0.91498,0.94024,0.81955,0.41762,0.21618,0.77955,0.00017032,0.00017032,0.00017032
60,29303.2,0.50621,0.26914,0.79154,0.96669,0.9152,0.9404,0.81977,0.4167,0.21574,0.77946,0.00016636,0.00016636,0.00016636
61,29794.5,0.50559,0.26804,0.79097,0.96708,0.9148,0.94038,0.8199,0.41621,0.21542,0.77941,0.0001624,0.0001624,0.0001624
62,30284.9,0.50429,0.26773,0.79059,0.9661,0.91598,0.94104,0.82035,0.41541,0.21488,0.77931,0.00015844,0.00015844,0.00015844
63,30774.7,0.50273,0.26672,0.79103,0.96519,0.91574,0.94085,0.82063,0.41468,0.21444,0.77921,0.00015448,0.00015448,0.00015448
64,31265.5,0.50142,0.26599,0.791,0.96691,0.91554,0.94098,0.82114,0.41394,0.21418,0.77919,0.00015052,0.00015052,0.00015052
65,31756.2,0.49977,0.26521,0.79068,0.96781,0.91577,0.94092,0.82172,0.41305,0.21393,0.77909,0.00014656,0.00014656,0.00014656
66,32247.3,0.49906,0.26465,0.79005,0.96851,0.91584,0.94114,0.822,0.41286,0.21357,0.77903,0.0001426,0.0001426,0.0001426
67,32738.5,0.49873,0.26339,0.79063,0.96699,0.91585,0.94129,0.82212,0.41234,0.21317,0.77894,0.00013864,0.00013864,0.00013864
68,33230.1,0.49725,0.26311,0.79051,0.96622,0.91647,0.94156,0.8222,0.41197,0.21267,0.77889,0.00013468,0.00013468,0.00013468
69,33720.3,0.49536,0.26207,0.79016,0.96451,0.91663,0.94111,0.8226,0.41142,0.21244,0.77878,0.00013072,0.00013072,0.00013072
70,34210.8,0.49452,0.26117,0.7895,0.96507,0.91649,0.94137,0.82274,0.41088,0.21215,0.77872,0.00012676,0.00012676,0.00012676
71,34702.3,0.49359,0.26076,0.78972,0.96612,0.91696,0.94173,0.82284,0.41049,0.21183,0.77863,0.0001228,0.0001228,0.0001228
72,35192.5,0.49214,0.25973,0.7897,0.96526,0.91655,0.94154,0.82301,0.41018,0.21135,0.77857,0.00011884,0.00011884,0.00011884
73,35683.4,0.49158,0.25947,0.78975,0.96673,0.91631,0.94158,0.82317,0.40996,0.21129,0.77852,0.00011488,0.00011488,0.00011488
74,36173.8,0.49069,0.25827,0.78949,0.96578,0.91607,0.94158,0.82337,0.40936,0.21112,0.77847,0.00011092,0.00011092,0.00011092
75,36664.3,0.48882,0.25713,0.7895,0.96591,0.91697,0.94174,0.8236,0.40897,0.2108,0.77845,0.00010696,0.00010696,0.00010696
76,37155.7,0.48815,0.25713,0.78893,0.96503,0.91745,0.94165,0.82357,0.40866,0.21056,0.77839,0.000103,0.000103,0.000103
77,37646.8,0.48679,0.25576,0.78952,0.96586,0.91736,0.94169,0.82339,0.40799,0.21019,0.77837,9.904e-05,9.904e-05,9.904e-05
78,38137.2,0.48655,0.25551,0.78887,0.96648,0.91706,0.94187,0.82431,0.40729,0.20995,0.77829,9.508e-05,9.508e-05,9.508e-05
79,38628.1,0.48505,0.25472,0.78902,0.96637,0.91698,0.94208,0.82446,0.40673,0.2095,0.77821,9.112e-05,9.112e-05,9.112e-05
80,39119,0.48401,0.25355,0.78903,0.96645,0.91731,0.94204,0.82449,0.40632,0.20917,0.77814,8.716e-05,8.716e-05,8.716e-05
81,39608.5,0.4838,0.25346,0.78895,0.96684,0.91775,0.94201,0.82475,0.40585,0.2089,0.77806,8.32e-05,8.32e-05,8.32e-05
82,40099.3,0.482,0.25252,0.78838,0.96627,0.91792,0.94196,0.82512,0.40499,0.20846,0.77801,7.924e-05,7.924e-05,7.924e-05
83,40589.7,0.4813,0.25181,0.78865,0.9655,0.91752,0.9421,0.82524,0.40491,0.20824,0.77798,7.528e-05,7.528e-05,7.528e-05
84,41080.5,0.48037,0.25101,0.78835,0.96611,0.91727,0.94205,0.82547,0.40462,0.20801,0.77793,7.132e-05,7.132e-05,7.132e-05
85,41571.3,0.4799,0.25074,0.78819,0.9657,0.91707,0.94172,0.82585,0.40408,0.20776,0.77788,6.736e-05,6.736e-05,6.736e-05
86,42061.8,0.47916,0.25026,0.78799,0.96613,0.91769,0.94199,0.82609,0.40335,0.20743,0.77783,6.34e-05,6.34e-05,6.34e-05
87,42532.8,0.47731,0.24913,0.78832,0.96621,0.9176,0.94239,0.82599,0.40333,0.20737,0.77785,5.944e-05,5.944e-05,5.944e-05
88,43002.7,0.47701,0.24886,0.78829,0.96704,0.91695,0.94236,0.82587,0.40314,0.20737,0.77781,5.548e-05,5.548e-05,5.548e-05
89,43472.1,0.47592,0.24803,0.78805,0.96759,0.91699,0.94246,0.82611,0.4028,0.20705,0.77778,5.152e-05,5.152e-05,5.152e-05
90,43941.2,0.47466,0.24745,0.78803,0.9669,0.91663,0.94226,0.82692,0.40256,0.2069,0.77779,4.756e-05,4.756e-05,4.756e-05
91,44486.2,0.44016,0.2304,0.78162,0.96754,0.91761,0.94266,0.82666,0.40333,0.20719,0.77786,4.36e-05,4.36e-05,4.36e-05
92,44962.1,0.43451,0.22729,0.78085,0.96791,0.91745,0.94283,0.82668,0.40349,0.20722,0.77791,3.964e-05,3.964e-05,3.964e-05
93,45441.5,0.4324,0.22632,0.78076,0.96768,0.9166,0.94206,0.82679,0.40327,0.20713,0.77787,3.568e-05,3.568e-05,3.568e-05
94,45925.4,0.43049,0.22504,0.78075,0.96742,0.91613,0.94196,0.82707,0.40304,0.20689,0.77784,3.172e-05,3.172e-05,3.172e-05
95,46411.4,0.42908,0.22392,0.78023,0.96753,0.91583,0.942,0.82701,0.40267,0.2068,0.77782,2.776e-05,2.776e-05,2.776e-05
96,46943,0.427,0.22299,0.77996,0.96765,0.91586,0.94219,0.82738,0.40221,0.20652,0.7778,2.38e-05,2.38e-05,2.38e-05
97,47528,0.42585,0.22161,0.77987,0.96742,0.916,0.94229,0.82755,0.40193,0.20629,0.77777,1.984e-05,1.984e-05,1.984e-05
98,48110.8,0.42514,0.2217,0.77959,0.9673,0.91592,0.94204,0.82745,0.40158,0.206,0.77771,1.588e-05,1.588e-05,1.588e-05
99,48681.2,0.42466,0.22117,0.77947,0.96698,0.91604,0.94208,0.82748,0.40134,0.20573,0.77768,1.192e-05,1.192e-05,1.192e-05
100,49251.3,0.42328,0.22052,0.77982,0.96735,0.9164,0.94254,0.82765,0.4009,0.20553,0.77764,7.96e-06,7.96e-06,7.96e-06
