epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,52777.2,0.40245,0.20982,0.78282,0.97539,0.92774,0.9533,0.85886,0.33471,0.1664,0.77343,0.00023764,0.00023764,0.00023764
43,54015.4,0.40089,0.20939,0.78241,0.97464,0.9279,0.95353,0.85936,0.33361,0.16585,0.77346,0.00023368,0.00023368,0.00023368
44,55246.5,0.39927,0.20816,0.78195,0.97506,0.92704,0.95355,0.85963,0.3332,0.16554,0.77334,0.00022972,0.00022972,0.00022972
45,56389.6,0.39809,0.20708,0.78209,0.972,0.92828,0.95352,0.85957,0.33273,0.16515,0.77336,0.00022576,0.00022576,0.00022576
46,57598.8,0.39688,0.20659,0.78193,0.97371,0.92755,0.95383,0.86028,0.33164,0.16452,0.77325,0.0002218,0.0002218,0.0002218
47,58905.7,0.39574,0.20551,0.78163,0.97457,0.92759,0.95403,0.86074,0.33032,0.16387,0.77311,0.00021784,0.00021784,0.00021784
48,59914.5,0.39439,0.20475,0.7815,0.97163,0.92781,0.95368,0.86098,0.3293,0.16347,0.77297,0.00021388,0.00021388,0.00021388
49,60807.8,0.39258,0.20361,0.78123,0.97162,0.92843,0.9538,0.86105,0.32833,0.16294,0.77284,0.00020992,0.00020992,0.00020992
50,61703,0.39075,0.20308,0.78105,0.97252,0.92838,0.95409,0.8613,0.3281,0.16275,0.77279,0.00020596,0.00020596,0.00020596
51,62597.5,0.38976,0.2022,0.78112,0.97257,0.92909,0.95419,0.8616,0.32794,0.16266,0.77272,0.000202,0.000202,0.000202
52,63493.1,0.38856,0.20131,0.78126,0.97246,0.92978,0.95449,0.86212,0.32713,0.16198,0.77262,0.00019804,0.00019804,0.00019804
53,64388.9,0.38776,0.20036,0.78099,0.97263,0.92998,0.95456,0.86239,0.3265,0.16156,0.77254,0.00019408,0.00019408,0.00019408
54,65284,0.38617,0.19979,0.78071,0.97108,0.93029,0.95416,0.86235,0.32583,0.16119,0.77242,0.00019012,0.00019012,0.00019012
55,66178.6,0.38471,0.19848,0.78025,0.97198,0.92952,0.95402,0.86257,0.32538,0.16072,0.77231,0.00018616,0.00018616,0.00018616
56,67073,0.3835,0.19775,0.78058,0.97287,0.92872,0.95394,0.86295,0.32467,0.16053,0.77224,0.0001822,0.0001822,0.0001822
57,67966.8,0.38218,0.1975,0.78032,0.97242,0.92871,0.95414,0.863,0.32426,0.16032,0.77224,0.00017824,0.00017824,0.00017824
58,68862.4,0.38172,0.19645,0.7802,0.97296,0.92838,0.95442,0.86354,0.32355,0.16016,0.77225,0.00017428,0.00017428,0.00017428
59,69758.1,0.37947,0.19543,0.78004,0.97254,0.92842,0.95405,0.8636,0.32291,0.15974,0.77223,0.00017032,0.00017032,0.00017032
60,70653.4,0.37837,0.19473,0.78009,0.9729,0.92739,0.95362,0.8645,0.32221,0.1592,0.7722,0.00016636,0.00016636,0.00016636
61,71546.9,0.37775,0.19363,0.77925,0.97378,0.92747,0.95428,0.86494,0.32169,0.15891,0.77206,0.0001624,0.0001624,0.0001624
62,72443.4,0.37669,0.1931,0.77918,0.97431,0.92746,0.95438,0.86502,0.32102,0.1585,0.77203,0.00015844,0.00015844,0.00015844
63,73338.4,0.37558,0.19222,0.77941,0.97267,0.92794,0.95396,0.8653,0.32078,0.15846,0.77201,0.00015448,0.00015448,0.00015448
